PUBCHEM_SID,hERG inhibition (%) at 1uM,hERG inhibition (%) at 10uM,SMILES_unique_largest_fragment,SMILES_Original
57255530,-3.73480000000001,-17.35912,Clc1ccccc1CNC(=O)COC(=O)C1=NN(C(=O)CC1)c1ccccc1,ClC1=CC=CC=C1CNC(=O)COC(=O)C1=NN(C(=O)CC1)C1=CC=CC=C1
57255529,5.6688,-9.37982,COc1ccc(\C=C\C(=O)OCC(=O)NC2CCCCC2C)c(OC)c1,COC1=CC(OC)=C(\C=C\C(=O)OCC(=O)NC2CCCCC2C)C=C1
57255528,4.80799999999999,-10.43642,COc1ccc(cc1NS(=O)(=O)c1cc(ccc1OC)C(=O)N1CCN(C)CC1)[N+]([O-])=O,COC1=C(NS(=O)(=O)C2=C(OC)C=CC(=C2)C(=O)N2CCN(C)CC2)C=C(C=C1)[N+]([O-])=O
57255527,3.927,-6.43102,O=C(CN1C(=O)NC2(CCc3ccccc23)C1=O)NCCc1ccccc1,O=C(CN1C(=O)NC2(CCC3=CC=CC=C23)C1=O)NCCC1=CC=CC=C1
57255526,-14.5789,-42.14062,CN(C)S(=O)(=O)c1cccc(NC(=O)CSc2nc3nc(C)cc(C)c3c(=O)[nH]2)c1,CN(C)S(=O)(=O)C1=CC=CC(NC(=O)CSC2=NC3=C(C(C)=CC(C)=N3)C(=O)N2)=C1
57255523,11.585,7.83698,CCCn1c(SCC(=O)Nc2cc(ccc2C)C(O)=O)nc2sc3CCCc3c2c1=O,CCCN1C(=O)C2=C(SC3=C2CCC3)N=C1SCC(=O)NC1=C(C)C=CC(=C1)C(O)=O
57255522,8.4883,-7.14122,CC(NC(=O)COC(=O)CNC(=O)c1ccccc1Cl)C1CC2CCC1C2,CC(NC(=O)COC(=O)CNC(=O)C1=CC=CC=C1Cl)C1CC2CCC1C2
57255521,-3.16860000000001,-18.47082,Clc1ccc(cc1NC(=O)c1cc2ccccc2o1)S(=O)(=O)N1CCOCC1,ClC1=C(NC(=O)C2=CC3=CC=CC=C3O2)C=C(C=C1)S(=O)(=O)N1CCOCC1
57255520,5.76689999999999,-4.47022,Nc1cc(ccc1Cl)C(=O)OCC(=O)Nc1ccc(cc1)N1CCOCC1,NC1=C(Cl)C=CC(=C1)C(=O)OCC(=O)NC1=CC=C(C=C1)N1CCOCC1
57255517,8.1955,-1.78552,Fc1cccc(NC(=O)COC(=O)CC2CCCC2)c1,FC1=CC=CC(NC(=O)COC(=O)CC2CCCC2)=C1
57255515,7.90419999999999,-0.930619999999998,NC(=O)C1CCN(CC1)C(=O)c1ccc(F)c(c1)S(=O)(=O)N1CCOCC1,NC(=O)C1CCN(CC1)C(=O)C1=CC(=C(F)C=C1)S(=O)(=O)N1CCOCC1
57255513,-0.271800000000006,-14.24892,CCOc1ccc(cc1OCC)C(=O)OCC(=O)NCc1ccccc1,CCOC1=C(OCC)C=C(C=C1)C(=O)OCC(=O)NCC1=CC=CC=C1
57255511,5.40349999999999,-12.64092,CN1CCN(CC1)C(=O)c1cccc(NS(=O)(=O)c2ccc(Br)cc2)c1,Cl.CN1CCN(CC1)C(=O)C1=CC(NS(=O)(=O)C2=CC=C(Br)C=C2)=CC=C1
57255510,3.65799999999999,-17.41762,CN(C1CCCCC1)C(=O)CSc1ncnc2sccc12,CN(C1CCCCC1)C(=O)CSC1=NC=NC2=C1C=CS2
57255509,6.19839999999999,2.24518,OC1CC(N(C1)S(=O)(=O)c1ccc2ccccc2c1)C(O)=O,OC1CC(N(C1)S(=O)(=O)C1=CC2=CC=CC=C2C=C1)C(O)=O
57255507,-2.6796,-29.84092,Cc1cccc(N2CCN(CC2)C(=O)c2ccc(C)c(c2)S(=O)(=O)N2CCOCC2)c1C,CC1=C(C)C(=CC=C1)N1CCN(CC1)C(=O)C1=CC(=C(C)C=C1)S(=O)(=O)N1CCOCC1
57255505,4.0154,-19.75412,CCN(CC)CCCNC(=O)c1ccc(cc1)S(=O)(=O)Nc1ccc(C)c(C)c1,CCN(CC)CCCNC(=O)C1=CC=C(C=C1)S(=O)(=O)NC1=CC(C)=C(C)C=C1
57255503,-5.24620000000001,-42.49622,CN(C1CCN(C)CC1)C(=O)c1ccc(Cl)c(c1)S(=O)(=O)N1CCCCC1,CN(C1CCN(C)CC1)C(=O)C1=CC(=C(Cl)C=C1)S(=O)(=O)N1CCCCC1
57255499,7.21289999999999,5.78888,CC1CC2OC3CC(O)C(O[C@@]3(C)CC2OC2CC[C@@]3(C)O[C@@]4(C)CC5O[C@H]6CC7O[C@@]8(C)C(O)CC(CC(=C)C=O)OC8CC7OC6\C=C/C[C@@]5(C)OC4CC3OC12)C(\C)=C/CO,CC1CC2OC3CC(O)C(O[C@@]3(C)CC2OC2CC[C@@]3(C)O[C@@]4(C)CC5O[C@H]6CC7O[C@@]8(C)C(O)CC(CC(=C)C=O)OC8CC7OC6\C=C/C[C@@]5(C)OC4CC3OC12)C(\C)=C/CO
57255498,13.6625,14.09878,CC[C@H](C)[C@@H](C(=O)N1CCN(CC1)c1nc(NCCOCCOCCOCC#C)nc(n1)N1CCN(CC1)C(=O)[C@H](CCCC[NH3+])n1cc(CC(C)O)nn1)n1cc(CCC[NH+]=C(N)N)nn1,[Cl-].CC[C@H](C)[C@H](N1C=C(CCC[NH+]=C(N)N)N=N1)C(=O)N1CCN(CC1)C1=NC(NCCOCCOCCOCC#C)=NC(=N1)N1CCN(CC1)C(=O)[C@H](CCCC[NH3+])N1C=C(CC(C)O)N=N1
57255497,-13.1061,14.30898,C[C@@H](O)[C@@H](C(=O)N1CCN(CC1)c1nc(NCCOCCOCCOCC#C)nc(n1)N1CCN(CC1)C(=O)[C@H](CCCC[NH3+])n1cc(CCC(O)=O)nn1)n1cc(CCCC[NH3+])nn1,[Cl-].C[C@@H](O)[C@H](N1C=C(CCCC[NH3+])N=N1)C(=O)N1CCN(CC1)C1=NC(NCCOCCOCCOCC#C)=NC(=N1)N1CCN(CC1)C(=O)[C@H](CCCC[NH3+])N1C=C(CCC(O)=O)N=N1
57255496,15.1149,15.03538,CC[C@H](C)[C@@H](C(=O)N1CCN(CC1)c1nc(NCCOCCOCCOCC#C)nc(n1)N1CCN(CC1)C(=O)[C@H](C)n1cc(CCC[NH+]=C(N)N)nn1)n1cc(CCCC[NH3+])nn1,[Cl-].CC[C@H](C)[C@H](N1C=C(CCCC[NH3+])N=N1)C(=O)N1CCN(CC1)C1=NC(NCCOCCOCCOCC#C)=NC(=N1)N1CCN(CC1)C(=O)[C@H](C)N1C=C(CCC[NH+]=C(N)N)N=N1
57255495,7.40959999999999,2.91818,CC(O)Cc1cn(nn1)[C@@H](CCCC[NH3+])C(=O)N1CCN(CC1)c1nc(NCCOCCOCCOCC#C)nc(n1)N1CCN(CC1)C(=O)[C@H](CCCC[NH3+])n1cc(CC(C)O)nn1,[Cl-].CC(O)CC1=CN(N=N1)[C@@H](CCCC[NH3+])C(=O)N1CCN(CC1)C1=NC(=NC(NCCOCCOCCOCC#C)=N1)N1CCN(CC1)C(=O)[C@H](CCCC[NH3+])N1C=C(CC(C)O)N=N1
57255494,6.4565,14.33838,CC[C@H](C)[C@@H](C(=O)N1CCN(CC1)c1nc(NCCOCCOCCOCC#C)nc(n1)N1CCN(CC1)C(=O)[C@H](CCCC[NH3+])n1cc(CC(C)O)nn1)n1cc(CCCC[NH3+])nn1,[Cl-].CC[C@H](C)[C@H](N1C=C(CCCC[NH3+])N=N1)C(=O)N1CCN(CC1)C1=NC(NCCOCCOCCOCC#C)=NC(=N1)N1CCN(CC1)C(=O)[C@H](CCCC[NH3+])N1C=C(CC(C)O)N=N1
57255493,2.97639999999999,2.62618,CC(O)Cc1cn(nn1)[C@@H](CCCC[NH3+])C(=O)N1CCN(CC1)c1nc(NCCOCCOCCOCC#C)nc(n1)N1CCN(CC1)C(=O)[C@H]([C@@H](C)O)n1cc(CCCC[NH3+])nn1,[Cl-].CC(O)CC1=CN(N=N1)[C@@H](CCCC[NH3+])C(=O)N1CCN(CC1)C1=NC(=NC(NCCOCCOCCOCC#C)=N1)N1CCN(CC1)C(=O)[C@H]([C@@H](C)O)N1C=C(CCCC[NH3+])N=N1
57255492,12.7237,6.97748,[NH3+]CCCC[C@@H](C(=O)N1CCN(CC1)c1nc(NCCOCCOCCOCC#C)nc(n1)N1CCN(CC1)C(=O)Cn1cc(CCCC[NH3+])nn1)n1cc(CCC(O)=O)nn1,[Cl-].[NH3+]CCCC[C@H](N1C=C(CCC(O)=O)N=N1)C(=O)N1CCN(CC1)C1=NC(NCCOCCOCCOCC#C)=NC(=N1)N1CCN(CC1)C(=O)CN1C=C(CCCC[NH3+])N=N1
57255491,9.0868,7.38958,CCCCc1cn(nn1)[C@@H](CCCC[NH3+])C(=O)N1CCN(CC1)c1nc(NCCOCCOCCOCC#C)nc(n1)N1CCN(CC1)C(=O)Cn1cc(CCC[NH+]=C(N)N)nn1,[Cl-].CCCCC1=CN(N=N1)[C@@H](CCCC[NH3+])C(=O)N1CCN(CC1)C1=NC(NCCOCCOCCOCC#C)=NC(=N1)N1CCN(CC1)C(=O)CN1C=C(CCC[NH+]=C(N)N)N=N1
57255490,13.5601,13.50408,CC[C@H](C)[C@@H](C(=O)N1CCN(CC1)c1nc(NCCOCCOCCOCC#C)nc(n1)N1CCN(CC1)C(=O)Cn1cc(CCCC[NH3+])nn1)n1cc(CCC[NH+]=C(N)N)nn1,[Cl-].CC[C@H](C)[C@H](N1C=C(CCC[NH+]=C(N)N)N=N1)C(=O)N1CCN(CC1)C1=NC(NCCOCCOCCOCC#C)=NC(=N1)N1CCN(CC1)C(=O)CN1C=C(CCCC[NH3+])N=N1
57255489,10.264,14.05928,CC[C@H](C)[C@@H](C(=O)N1CCN(CC1)c1nc(NCCOCCOCCOCC#C)nc(n1)N1CCN(CC1)C(=O)[C@H]([C@@H](C)CC)n1cc(CCC[NH+]=C(N)N)nn1)n1cc(CCCC[NH3+])nn1,[Cl-].CC[C@H](C)[C@H](N1C=C(CCCC[NH3+])N=N1)C(=O)N1CCN(CC1)C1=NC(=NC(NCCOCCOCCOCC#C)=N1)N1CCN(CC1)C(=O)[C@H]([C@@H](C)CC)N1C=C(CCC[NH+]=C(N)N)N=N1
57255488,6.7803,-11.40832,NC(N)=[NH+]CCCc1cn(CC(=O)N2CCN(CC2)c2nc(NCCOCCOCCOCC#C)nc(n2)N2CCN(CC2)C(=O)[C@H](CCCC[NH3+])n2cc(CCC(O)=O)nn2)nn1,[Cl-].NC(N)=[NH+]CCCC1=CN(CC(=O)N2CCN(CC2)C2=NC(=NC(NCCOCCOCCOCC#C)=N2)N2CCN(CC2)C(=O)[C@H](CCCC[NH3+])N2C=C(CCC(O)=O)N=N2)N=N1
57255487,22.556,16.35638,CC(O)Cc1cn(nn1)[C@@H](CCCC[NH3+])C(=O)N1CCN(CC1)c1nc(NCCOCCOCCOCC#C)nc(n1)N1CCN(CC1)C(=O)Cn1cc(CCC[NH+]=C(N)N)nn1,[Cl-].CC(O)CC1=CN(N=N1)[C@@H](CCCC[NH3+])C(=O)N1CCN(CC1)C1=NC(NCCOCCOCCOCC#C)=NC(=N1)N1CCN(CC1)C(=O)CN1C=C(CCC[NH+]=C(N)N)N=N1
57255486,9.19079999999999,6.57628,CC[C@H](C)[C@@H](C(=O)N1CCN(CC1)c1nc(NCCOCCOCCOCC#C)nc(n1)N1CCN(CC1)C(=O)Cn1cc(CCCC[NH3+])nn1)n1cc(CCCC[NH3+])nn1,[Cl-].CC[C@H](C)[C@H](N1C=C(CCCC[NH3+])N=N1)C(=O)N1CCN(CC1)C1=NC(NCCOCCOCCOCC#C)=NC(=N1)N1CCN(CC1)C(=O)CN1C=C(CCCC[NH3+])N=N1
57255485,14.8173,14.65768,CC(O)Cc1cn(nn1)[C@@H](CCCC[NH3+])C(=O)N1CCN(CC1)c1nc(NCCOCCOCCOCC#C)nc(n1)N1CCN(CC1)C(=O)[C@H](CCCC[NH3+])n1cc(CCC(O)=O)nn1,[Cl-].CC(O)CC1=CN(N=N1)[C@@H](CCCC[NH3+])C(=O)N1CCN(CC1)C1=NC(NCCOCCOCCOCC#C)=NC(=N1)N1CCN(CC1)C(=O)[C@H](CCCC[NH3+])N1C=C(CCC(O)=O)N=N1
57255484,10.663,8.10138,CCCCc1cn(nn1)[C@@H](CCCC[NH3+])C(=O)N1CCN(CC1)c1nc(NCCOCCOCCOCC#C)nc(n1)N1CCN(CC1)C(=O)[C@H]([C@@H](C)CC)n1cc(CCCC[NH3+])nn1,[Cl-].CCCCC1=CN(N=N1)[C@@H](CCCC[NH3+])C(=O)N1CCN(CC1)C1=NC(=NC(NCCOCCOCCOCC#C)=N1)N1CCN(CC1)C(=O)[C@H]([C@@H](C)CC)N1C=C(CCCC[NH3+])N=N1
57255483,3.8826,5.04548,CC[C@H](C)[C@@H](C(=O)N1CCN(CC1)c1nc(NCCOCCOCCOCC#C)nc(n1)N1CCN(CC1)C(=O)[C@H](CCCC[NH3+])n1cc(CCC(O)=O)nn1)n1cc(CCCC[NH3+])nn1,[Cl-].CC[C@H](C)[C@H](N1C=C(CCCC[NH3+])N=N1)C(=O)N1CCN(CC1)C1=NC(NCCOCCOCCOCC#C)=NC(=N1)N1CCN(CC1)C(=O)[C@H](CCCC[NH3+])N1C=C(CCC(O)=O)N=N1
57255482,8.758,3.72248,CCCCc1cn(nn1)[C@@H](CCCC[NH3+])C(=O)N1CCN(CC1)c1nc(NCCOCCOCCOCC#C)nc(n1)N1CCN(CC1)C(=O)Cn1cc(CCCC[NH3+])nn1,[Cl-].CCCCC1=CN(N=N1)[C@@H](CCCC[NH3+])C(=O)N1CCN(CC1)C1=NC(NCCOCCOCCOCC#C)=NC(=N1)N1CCN(CC1)C(=O)CN1C=C(CCCC[NH3+])N=N1
57255481,3.4793,4.40668,C[C@@H](O)[C@@H](C(=O)N1CCN(CC1)c1nc(NCCOCCOCCOCC#C)nc(n1)N1CCN(CC1)C(=O)Cn1cc(CCC[NH+]=C(N)N)nn1)n1cc(CCCC[NH3+])nn1,[Cl-].C[C@@H](O)[C@H](N1C=C(CCCC[NH3+])N=N1)C(=O)N1CCN(CC1)C1=NC(NCCOCCOCCOCC#C)=NC(=N1)N1CCN(CC1)C(=O)CN1C=C(CCC[NH+]=C(N)N)N=N1
57255480,14.3377,14.05918,CCCCc1cn(nn1)[C@@H](CCCC[NH3+])C(=O)N1CCN(CC1)c1nc(NCCOCCOCCOCC#C)nc(n1)N1CCN(CC1)C(=O)[C@H]([C@@H](C)O)n1cc(CCCC[NH3+])nn1,[Cl-].CCCCC1=CN(N=N1)[C@@H](CCCC[NH3+])C(=O)N1CCN(CC1)C1=NC(=NC(NCCOCCOCCOCC#C)=N1)N1CCN(CC1)C(=O)[C@H]([C@@H](C)O)N1C=C(CCCC[NH3+])N=N1
57255479,3.44319999999999,2.18668,CC[C@H](C)[C@@H](C(=O)N1CCN(CC1)c1nc(NCCOCCOCCOCC#C)nc(n1)N1CCN(CC1)C(=O)Cn1cc(CCC[NH+]=C(N)N)nn1)n1cc(CCCC[NH3+])nn1,[Cl-].CC[C@H](C)[C@H](N1C=C(CCCC[NH3+])N=N1)C(=O)N1CCN(CC1)C1=NC(NCCOCCOCCOCC#C)=NC(=N1)N1CCN(CC1)C(=O)CN1C=C(CCC[NH+]=C(N)N)N=N1
56463797,10.2526,21.69278,OC(=O)c1ccccc1Nc1ccccc1,OC(=O)C1=CC=CC=C1NC1=CC=CC=C1
56463796,13.3551,13.26668,OC(=O)C(=C/c1c([nH]c2cc(Cl)cc(Cl)c12)C(O)=O)\c1ccccc1,OC(=O)C(=C/C1=C(NC2=CC(Cl)=CC(Cl)=C12)C(O)=O)\C1=CC=CC=C1
56463795,0.313099999999995,-49.83802,COc1cccc(c1)C(=O)NCCN1CCN(CC1)c1ccc(Cl)cc1,COC1=CC=CC(=C1)C(=O)NCCN1CCN(CC1)C1=CC=C(Cl)C=C1
56463794,17.5802,22.32428,Cc1ccc(cc1)[C@@H]1CC=C(CN1S(=O)(=O)c1ccc(C)cc1)C(O)=O,CC1=CC=C(C=C1)[C@@H]1CC=C(CN1S(=O)(=O)C1=CC=C(C)C=C1)C(O)=O
56463793,4.94009999999999,5.92538,COc1cccc(c1)[C@@H]1CC=C([C@@H](N1S(=O)(=O)c1ccc(C)cc1)c1ccccc1)C(O)=O,COC1=CC=CC(=C1)[C@@H]1CC=C([C@@H](N1S(=O)(=O)C1=CC=C(C)C=C1)C1=CC=CC=C1)C(O)=O
56463792,16.8373,14.08178,Cc1ccc(cc1)S(=O)(=O)N1[C@@H](CC=C([C@@H]1c1ccccc1)C(O)=O)c1cccc(C)c1,CC1=CC=C(C=C1)S(=O)(=O)N1[C@@H](CC=C([C@@H]1C1=CC=CC=C1)C(O)=O)C1=CC(C)=CC=C1
56463791,16.1375,8.67098,COc1ccc(cc1OC)[C@@H]1CC=C([C@@H](N1S(=O)(=O)c1ccc(C)cc1)c1cccc(Cl)c1)C(O)=O,COC1=C(OC)C=C(C=C1)[C@@H]1CC=C([C@@H](N1S(=O)(=O)C1=CC=C(C)C=C1)C1=CC(Cl)=CC=C1)C(O)=O
56463790,14.9959,16.15148,Cc1ccc(cc1)S(=O)(=O)N1[C@@H](CC=C([C@@H]1c1cccc(Cl)c1)C(O)=O)c1ccc(Cl)c(Cl)c1,CC1=CC=C(C=C1)S(=O)(=O)N1[C@@H](CC=C([C@@H]1C1=CC(Cl)=CC=C1)C(O)=O)C1=CC(Cl)=C(Cl)C=C1
56463789,12.568,17.40548,Cc1ccc(cc1)[C@@H]1CC=C([C@@H](N1S(=O)(=O)c1ccc(C)cc1)c1ccc(F)cc1)C(O)=O,CC1=CC=C(C=C1)[C@@H]1CC=C([C@@H](N1S(=O)(=O)C1=CC=C(C)C=C1)C1=CC=C(F)C=C1)C(O)=O
56463788,7.1393,10.72198,COc1cc(cc(OC)c1OC)[C@@H]1CC=C([C@@H](N1S(=O)(=O)c1ccc(C)cc1)c1ccc(F)cc1)C(O)=O,COC1=CC(=CC(OC)=C1OC)[C@@H]1CC=C([C@@H](N1S(=O)(=O)C1=CC=C(C)C=C1)C1=CC=C(F)C=C1)C(O)=O
56463787,8.1896,9.34448,Cc1ccc(cc1)S(=O)(=O)N1[C@@H](CC=C([C@@H]1c1ccc(F)cc1)C(O)=O)c1ccc2OCOc2c1,CC1=CC=C(C=C1)S(=O)(=O)N1[C@@H](CC=C([C@@H]1C1=CC=C(F)C=C1)C(O)=O)C1=CC2=C(OCO2)C=C1
56463786,10.37,19.66698,Cc1ccccc1-c1cc(nn1CC1CC(=NO1)c1cccc(c1)[N+]([O-])=O)C(O)=O,CC1=CC=CC=C1C1=CC(=NN1CC1CC(=NO1)C1=CC(=CC=C1)[N+]([O-])=O)C(O)=O
56463784,19.56491,17.55548,CCCCC(CC)C(=O)Nc1cc(ccc1N1CCC2(CC(=NO2)c2cccc(Br)c2)CC1)C(=O)NCc1ccc(C)cc1,CCCCC(CC)C(=O)NC1=C(C=CC(=C1)C(=O)NCC1=CC=C(C)C=C1)N1CCC2(CC(=NO2)C2=CC(Br)=CC=C2)CC1
56463783,8.8847,6.58258,COc1cc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cccc3cccnc23)cc(OC)c1OC,COC1=CC(NC(=O)[C@@H]2CCCN2S(=O)(=O)C2=CC=CC3=C2N=CC=C3)=CC(OC)=C1OC
56463782,5.66339999999999,-5.15532,COc1ccc2[C@H]3[C@H](COc2c1)[C@H](c1ccccc1)[C@@]1(C)N3C(=O)c2cc(OC)c(OC)cc2NC1=O,COC1=CC2=C(C=C1)[C@H]1[C@H](CO2)[C@H](C2=CC=CC=C2)[C@@]2(C)N1C(=O)C1=CC(OC)=C(OC)C=C1NC2=O
56463781,8.5861,-4.66282,CCOC(=O)[C@H]1[C@H]2COc3cc(OC)ccc3[C@@H]2N2C(=O)c3cc(OC)ccc3NC(=O)[C@@]12C,CCOC(=O)[C@H]1[C@H]2COC3=C(C=CC(OC)=C3)[C@@H]2N2C(=O)C3=C(NC(=O)[C@@]12C)C=CC(OC)=C3
56463780,8.8236,-27.47762,CCOC(=O)[C@H]1[C@H]2COc3ccc(OC)cc3[C@@H]2N2C(=O)c3cc(C)ccc3NC(=O)[C@@]12C,CCOC(=O)[C@H]1[C@H]2COC3=C(C=C(OC)C=C3)[C@@H]2N2C(=O)C3=C(NC(=O)[C@@]12C)C=CC(C)=C3
56463779,13.5697,2.29698,CCOC(=O)[C@H]1[C@H]2COc3cc(OC)ccc3[C@@H]2N2C(=O)c3cc(C)ccc3NC(=O)[C@@]12C,CCOC(=O)[C@H]1[C@H]2COC3=C(C=CC(OC)=C3)[C@@H]2N2C(=O)C3=C(NC(=O)[C@@]12C)C=CC(C)=C3
56463778,13.1208,6.40798,COc1cc2NC(=O)[C@@]3(C)[C@H]([C@H]4COc5ccc(Cl)cc5[C@@H]4N3C(=O)c2cc1OC)c1ccccc1,COC1=C(OC)C=C2C(NC(=O)[C@@]3(C)[C@H]([C@H]4COC5=C(C=C(Cl)C=C5)[C@@H]4N3C2=O)C2=CC=CC=C2)=C1
56463774,12.8471,12.00428,O=c1n2CCc3c([nH]c4ccccc34)-c2nc2ccccc12,O=C1N2CCC3=C(NC4=CC=CC=C34)C2=NC2=CC=CC=C12
56463773,-60.8333,-70.51272,CC1(C)C(=O)N(CCN2CCC(CC2)C(=O)c2ccc(F)cc2)c2ccccc12,Cl.CC1(C)C(=O)N(CCN2CCC(CC2)C(=O)C2=CC=C(F)C=C2)C2=CC=CC=C12
56463770,-39.7005,-71.52362,C(CCc1ccccc1)CN1[C@@H](Cc2ccccc2)CN=C1Nc1ccccc1,C(CCC1=CC=CC=C1)CN1[C@@H](CC2=CC=CC=C2)CN=C1NC1=CC=CC=C1
56463768,9.6921,17.82368,OC[C@H]1OC([C@H](O)[C@@H](O)[C@@H]1O)c1c(O)cc(O)c2c1oc(cc2=O)-c1ccc(O)cc1,OC[C@H]1OC([C@H](O)[C@@H](O)[C@@H]1O)C1=C(O)C=C(O)C2=C1OC(=CC2=O)C1=CC=C(O)C=C1
56463766,9.97039999999999,12.27628,C[Se]C[C@@H](N)C(O)=O,Cl.C[Se]C[C@@H](N)C(O)=O
56463765,7.4867,6.85368,NC(N)=Nc1ccc2[nH]c3[C@@H]4Oc5c6c(C[C@H]7N(CC8CC8)CC[C@@]46[C@@]7(O)Cc3c2c1)ccc5O,OC(=O)C(F)(F)F.NC(N)=NC1=CC2=C(NC3=C2C[C@@]2(O)[C@H]4CC5=C6C(O[C@@H]3[C@@]26CCN4CC2CC2)=C(O)C=C5)C=C1
56463764,12.0931,14.37868,Cc1ccc(cc1)C(=O)CN(CCC(O)=O)C(=O)c1ccncc1,CC1=CC=C(C=C1)C(=O)CN(CCC(O)=O)C(=O)C1=CC=NC=C1
56463763,17.1827,17.94948,Cc1ccc(cc1)C(=O)CN(CCCC(N)=O)C(=O)c1ccncc1,CC1=CC=C(C=C1)C(=O)CN(CCCC(N)=O)C(=O)C1=CC=NC=C1
56463762,-9.64440000000001,-71.40802,COc1ccc(cc1)-c1cn(Cc2ccc(cc2)C(N)=O)c(n1)-c1ccc(Cl)nc1,COC1=CC=C(C=C1)C1=CN(CC2=CC=C(C=C2)C(N)=O)C(=N1)C1=CN=C(Cl)C=C1
56463761,16.4249,-1.62852,COc1ccc2c3C(=NCCn3nc2c1)c1cc(Cl)c(N)c(Cl)c1,COC1=CC2=NN3CCN=C(C3=C2C=C1)C1=CC(Cl)=C(N)C(Cl)=C1
56463760,16.475,9.19228,CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(=O)OCC,CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(=O)OCC
56463759,15.9831,23.89918,Cc1ccc2OC[C@H]3[C@@H](N4C(=O)c5ccc(Cl)cc5NC(=O)[C@@]4(C)[C@H]3c3ccccc3)c2c1,CC1=CC2=C(OC[C@H]3[C@H]2N2C(=O)C4=C(NC(=O)[C@@]2(C)[C@H]3C2=CC=CC=C2)C=C(Cl)C=C4)C=C1
56463758,18.0767,12.31218,Cc1ccc2c(NC(=O)[C@@]3(C)[C@H]([C@H]4COc5ccccc5[C@@H]4N3C2=O)c2ccccc2)c1,CC1=CC2=C(C=C1)C(=O)N1[C@@H]3[C@H](COC4=CC=CC=C34)[C@H](C3=CC=CC=C3)[C@]1(C)C(=O)N2
56463757,9.0258,5.63268,CCOC(=O)[C@H]1[C@H]2COc3ccc(Cl)cc3[C@@H]2N2C(=O)c3cc(C)ccc3NC(=O)[C@@]12C,CCOC(=O)[C@H]1[C@H]2COC3=C(C=C(Cl)C=C3)[C@@H]2N2C(=O)C3=C(NC(=O)[C@@]12C)C=CC(C)=C3
56463756,12.158,-11.58872,CCOC(=O)[C@H]1[C@H]2COc3ccc(OC)cc3[C@@H]2N2C(=O)c3cc(F)c(F)cc3NC(=O)[C@@]12C,CCOC(=O)[C@H]1[C@H]2COC3=C(C=C(OC)C=C3)[C@@H]2N2C(=O)C3=CC(F)=C(F)C=C3NC(=O)[C@@]12C
56463755,3.9579,-21.09552,CCOC(=O)[C@H]1[C@H]2COc3ccc(OC)cc3[C@@H]2N2C(=O)c3cc(OC)ccc3NC(=O)[C@@]12C,CCOC(=O)[C@H]1[C@H]2COC3=C(C=C(OC)C=C3)[C@@H]2N2C(=O)C3=C(NC(=O)[C@@]12C)C=CC(OC)=C3
56463754,7.07559999999999,-30.92372,CCOC(=O)[C@H]1[C@H]2COc3ccccc3[C@@H]2N2C(=O)c3cc(F)c(F)cc3NC(=O)[C@@]12C,CCOC(=O)[C@H]1[C@H]2COC3=CC=CC=C3[C@@H]2N2C(=O)C3=CC(F)=C(F)C=C3NC(=O)[C@@]12C
56463753,3.0703,-10.99392,CCOC(=O)[C@H]1[C@H]2COc3ccccc3[C@@H]2N2C(=O)c3cc(Br)ccc3NC(=O)[C@@]12C,CCOC(=O)[C@H]1[C@H]2COC3=CC=CC=C3[C@@H]2N2C(=O)C3=C(NC(=O)[C@@]12C)C=CC(Br)=C3
56463752,1.71899999999999,-12.58362,CCOC(=O)[C@H]1[C@H]2COc3ccc(Cl)cc3[C@@H]2N2C(=O)c3cc(OC)ccc3NC(=O)[C@@]12C,CCOC(=O)[C@H]1[C@H]2COC3=C(C=C(Cl)C=C3)[C@@H]2N2C(=O)C3=C(NC(=O)[C@@]12C)C=CC(OC)=C3
56463751,11.4159,-8.90242,CCOC(=O)[C@H]1[C@H]2COc3ccc(OC)cc3[C@@H]2N2C(=O)c3ccc(C)cc3NC(=O)[C@@]12C,CCOC(=O)[C@H]1[C@H]2COC3=C(C=C(OC)C=C3)[C@@H]2N2C(=O)C3=C(NC(=O)[C@@]12C)C=C(C)C=C3
56463750,13.1373,5.45958,CCOC(=O)[C@H]1[C@H]2COc3cc(OC)ccc3[C@@H]2N2C(=O)c3ccc(F)cc3NC(=O)[C@@]12C,CCOC(=O)[C@H]1[C@H]2COC3=C(C=CC(OC)=C3)[C@@H]2N2C(=O)C3=C(NC(=O)[C@@]12C)C=C(F)C=C3
56463749,12.6192,-12.31362,CCOC(=O)[C@H]1[C@H]2COc3ccccc3[C@@H]2N2C(=O)c3ccc(Cl)cc3NC(=O)[C@@]12C,CCOC(=O)[C@H]1[C@H]2COC3=CC=CC=C3[C@@H]2N2C(=O)C3=C(NC(=O)[C@@]12C)C=C(Cl)C=C3
